5YQ8,D6M9,SAR9,ZQ50,1OGV,UVGB,TWWV,FZUL,LDBJ,3O99,C0TG,U5NM,K03U,2FZG,68AK,O54T,XXYJ,ZT3G,KCS9,JV9V,L8O7,08W0,3O2D,QAID,OVCT,YAQ5,C77C,8K3B,HTZ9,G4N0,67JR,N8KG,9ZJ9,4CX3,NAD7,X3KZ,8YQA,TV2E,1B1U,XYFG,AN91,YPYO,OURC,I3T6,GASV,A9XG,35N1,YKSQ,3BMV,YKAQ,WOLC,TALS,Z7E2,VQP0,HPNW,EM8L,G3VD,R8H6,SBQX,GGQ4,ZE85,CPLP,DI39,7T6E,R7OH,6HUB,M1UL,75PM,2J0O,UX3R,CSIF,FXYO,LHG6,IX4T,MCGP,GCJI,1X82,RRH0,Y07Q,WY2M,HNZD,LBZF,LREX,IHWP,FZ2K,ZWGF,A0GN,2S89,RRNR,IUFK,OM9G,ZZ6G,N4PZ,1HI2,BOJ3,2HZR,LBDE,D9QV,VN0S,TQY0,6OP0,TR6T,CLHS,LY8T,3EVY,MK8O,1FO8,1CMK,CDQJ,LKU8,0MRV,UILJ,X9XK,XEQX,KOBD,3GTM,ChemicalShift,HMDBID,HPosition
0.03514948116971548,0.0,0.0,1.0,0.5591933234883777,0.0,1.0,0.0,7.386870045243214,0.034863897499772964,0.0,0.0,0.0,0.0,4.0,1.7882903067614755,1.2,3.7101356969792896,0.0,0.0,0.0,4.814531250000002,0.03514948116971548,1.0,0.0,0.0,0.32,0.0,0.0,0.015294856944245528,0.0,0.0,2.0,1.340871169475962,3.0,2.0,0.0,8.1186953344911,0.015061964322971695,0.0,0.0,0.0,0.0,3.0,0.7457838029218117,1.7,3.23830485748331,0.0,0.0,3.0,8.178062500000001,0.015294856944245528,4.0,0.0,0.0,0.77,0.0,0.181,0.03514948116971548,0.0,0.0,1.0,0.5351862584028436,0.0,1.0,0.0,7.386870045243214,0.034863897499772964,0.0,0.0,0.0,0.0,4.0,1.8685083637690925,1.2,4.170495152856552,0.0,0.0,0.0,4.814531250000002,0.03514948116971548,1.0,0.0,0.0,0.32,0.0,0.0,-0.24987560837803852,-0.30488347502115637,0.0,3.0,1.3252914344272977,2.0,2.0,0.0,9.310334864962583,0.055333851283772696,0.0,0.0,0.0,6.422082561341622,4.0,0.754551017250129,1.7,3.1702751300163206,0.0,0.0,2.0,8.373562500000002,0.05500786664311785,4.0,0.0,0.0,0.77,0.0,0.04620000000000002,3.157,HMDB0000001,12
0.03514948116971548,0.0,0.0,1.0,0.5351862584028436,0.0,1.0,0.0,7.386870045243214,0.034863897499772964,0.0,0.0,0.0,0.0,4.0,1.8685083637690925,1.2,4.170495152856552,0.0,0.0,0.0,4.814531250000002,0.03514948116971548,1.0,0.0,0.0,0.32,0.0,0.0,0.015294856944245528,0.0,0.0,2.0,1.340871169475962,3.0,2.0,0.0,8.1186953344911,0.015061964322971695,0.0,0.0,0.0,0.0,3.0,0.7457838029218117,1.7,3.23830485748331,0.0,0.0,3.0,8.178062500000001,0.015294856944245528,4.0,0.0,0.0,0.77,0.0,0.181,0.03514948116971548,0.0,0.0,1.0,0.5591933234883777,0.0,1.0,0.0,7.386870045243214,0.034863897499772964,0.0,0.0,0.0,0.0,4.0,1.7882903067614755,1.2,3.7101356969792896,0.0,0.0,0.0,4.814531250000002,0.03514948116971548,1.0,0.0,0.0,0.32,0.0,0.0,-0.24987560837803852,-0.30488347502115637,0.0,3.0,1.3252914344272977,2.0,2.0,0.0,9.310334864962583,0.055333851283772696,0.0,0.0,0.0,6.422082561341622,4.0,0.754551017250129,1.7,3.1702751300163206,0.0,0.0,2.0,8.373562500000002,0.05500786664311785,4.0,0.0,0.0,0.77,0.0,0.04620000000000002,3.058,HMDB0000001,13
0.05712434104429044,0.0,0.0,1.0,0.5714704773078519,0.0,1.0,0.0,7.521337815027342,0.05659155016269869,0.0,0.0,0.0,0.0,3.0,1.7498716726556263,1.2,2.4360757172140604,0.0,0.0,0.0,4.767796875,0.05712434104429044,1.0,0.0,0.0,0.32,0.0,0.0,0.09684411805175999,0.0,0.0,3.0,1.3402981865539856,3.0,2.0,0.0,8.886646416559103,0.09684257788279421,0.0,0.0,0.0,0.0,2.0,0.7461026285285668,1.7,2.364081436837572,0.0,0.0,3.0,8.084593750000002,0.09684411805175999,4.0,0.0,0.0,0.77,0.0,0.331,-0.3190521559278899,0.0,0.0,1.0,1.0912592868867745,3.0,2.0,0.0,8.226636882040417,-0.3190178931540592,0.0,0.0,0.0,1.5011755471355834,3.0,0.9163724992003268,1.6,3.5142417475182324,0.0,0.0,3.0,5.701796875,-0.3190521559278899,5.0,0.0,0.0,0.75,0.0,-0.99,0.3178821351760011,0.041635802625644404,0.0,3.0,1.215134923315079,2.0,2.0,0.0,11.48661481761901,0.2769127671557994,0.0,0.0,0.0,8.318678767444522,1.0,0.8229538801105666,1.7,1.3581163904467097,0.0,0.0,2.0,6.253421875000001,0.2762463325503567,4.0,0.0,0.0,0.77,0.0,0.659,3.955,HMDB0000001,14
0.07708487069397553,0.0,0.0,1.0,0.5087601159311039,0.0,1.0,0.0009391064461320289,7.644765566659805,0.07661095190916092,0.0,0.0,0.49504499110783196,0.0,6.0,1.965562882557837,1.2,4.5013214337569805,1.0,1.0,0.0,4.558546875,0.07708487069397553,1.0,0.0009362452992009274,0.37120014983707794,0.32,0.0,0.15,-0.20901513881778216,-0.21619097297125534,0.0,2.0,1.2565001242742833,2.0,2.0,0.0,8.859210887874315,0.007417147705299481,0.0,0.0,0.0,6.037004260472892,5.0,0.795861441380732,1.7,3.8857559521925715,0.0,0.0,2.0,7.500093750000001,0.007175834153473174,4.0,0.0,0.0,0.77,0.0,-0.3016,0.9463694431699665,1.1895601326128504,0.0,3.0,1.2144338815794378,4.0,2.0,0.0,8.992242388703533,-0.24288229893152147,0.0,0.0,0.0,2.0886757508874787,6.0,0.8234289368635246,1.6,4.272074233905586,0.0,0.0,4.0,7.485546875000002,-0.24319068944288397,5.0,0.0,0.0,0.75,0.0,0.04760000000000003,-0.24987560837803852,-0.30488347502115637,0.0,3.0,1.3252914344272977,2.0,2.0,0.0,9.310334864962583,0.055333851283772696,0.0,0.0,0.0,6.422082561341622,4.0,0.754551017250129,1.7,3.1702751300163206,0.0,0.0,2.0,8.373562500000002,0.05500786664311785,4.0,0.0,0.0,0.77,0.0,0.04620000000000002,6.988,HMDB0000001,15
0.09720058497769525,0.0,0.0,1.0,0.47456894022352564,0.0,1.0,0.009937726941319936,7.767074842798518,0.09652115211044321,0.0,0.0,0.49297905888446675,0.0,7.0,2.1071754074950464,1.2,4.502308903218436,1.0,1.0,0.0,4.1535234375,0.09720058497769525,1.0,0.009929596755880383,0.3615065812443711,0.32,0.0,0.15,-0.08929000308034621,-0.16482181570979937,0.0,2.0,1.192119398422765,2.0,2.0,0.0,9.508162331103918,0.07611734100906248,0.0,0.0,0.0,6.5900350803066,6.0,0.8388421506461947,1.7,3.885311172866338,0.0,0.0,2.0,6.690046875000001,0.07553181262945316,4.0,0.0,0.0,0.77,0.0,0.036500000000000005,-0.6854811672108483,-0.43814740857407547,0.0,2.0,1.073677041518035,2.0,2.0,0.0,10.170733529047698,-0.24672732632040684,0.0,0.0,0.0,6.706777076855119,5.0,0.9313787678519552,1.6,3.2028133414234428,0.0,0.0,2.0,6.893468750000001,-0.24733375863677282,5.0,0.0,0.0,0.75,0.0,-0.5653,0.9463694431699665,1.1895601326128504,0.0,3.0,1.2144338815794378,4.0,2.0,0.0,8.992242388703533,-0.24288229893152147,0.0,0.0,0.0,2.0886757508874787,6.0,0.8234289368635246,1.6,4.272074233905586,0.0,0.0,4.0,7.485546875000002,-0.24319068944288397,5.0,0.0,0.0,0.75,0.0,0.04760000000000003,7.636,HMDB0000001,16
0.04005687002572267,0.0,0.0,1.0,0.4420830118591038,0.0,1.0,0.0,7.417755956643207,0.03984697342407052,0.0,0.0,0.0,0.0,8.0,2.2620186100222957,1.2,5.239694230582544,0.0,0.0,0.0,3.5717617187500004,0.04005687002572267,1.0,0.0,0.0,0.32,0.0,0.0,-0.002860628480000872,0.0,0.0,1.0,1.1535431339371707,3.0,2.0,0.0,7.955628592172926,-0.002656282440033691,0.0,0.0,0.0,0.0,7.0,0.8668943280750058,1.7,5.410587674181059,0.0,0.0,3.0,5.6925234375,-0.002860628480000872,4.0,0.0,0.0,0.77,0.0,0.2556,0.04005687002572267,0.0,0.0,1.0,0.44209767170829606,0.0,1.0,0.0,7.417755956643207,0.03984697342407052,0.0,0.0,0.0,0.0,8.0,2.26194360204597,1.2,6.053604411423,0.0,0.0,0.0,3.5717617187500004,0.04005687002572267,1.0,0.0,0.0,0.32,0.0,0.0,0.04005687002572267,0.0,0.0,1.0,0.4380082898823436,0.0,1.0,0.0,7.417755956643207,0.03984697342407052,0.0,0.0,0.0,0.0,8.0,2.283061812068938,1.2,6.072523385710424,0.0,0.0,0.0,3.5717617187500004,0.04005687002572267,1.0,0.0,0.0,0.32,0.0,0.0,3.676,HMDB0000001,19
0.02896052884793605,0.0,0.0,1.0,0.4565530297266458,0.0,1.0,0.0,7.350244021161676,0.02896052884793605,0.0,0.0,0.0,0.0,3.0,2.19032606266732,1.2,2.6773185783540967,0.0,0.0,0.0,3.836000000000001,0.02896052884793605,1.0,0.0,0.0,0.32,0.0,0.0,-0.028259661826906146,0.0,0.0,2.0,1.2027307038889394,3.0,2.0,0.0,7.722077688383756,-0.028259661826906146,0.0,0.0,0.0,0.0,2.0,0.8314413166360309,1.7,2.4511054873260765,0.0,0.0,3.0,6.221000000000002,-0.028259661826906146,4.0,0.0,0.0,0.77,0.0,0.0,0.02896052884793605,0.0,0.0,1.0,0.4605708566179147,0.0,1.0,0.0,7.350244021161676,0.02896052884793605,0.0,0.0,0.0,0.0,3.0,2.1712185771875503,1.2,2.6878197744640544,0.0,0.0,0.0,3.836000000000001,0.02896052884793605,1.0,0.0,0.0,0.32,0.0,0.0,-0.005760283705376225,0.0,0.0,2.0,1.1544307084035548,3.0,2.0,0.0,7.927182975617176,-0.005760283705376225,0.0,0.0,0.0,0.0,3.0,0.866227823567588,1.7,3.8255683133359417,0.0,0.0,3.0,5.865750000000002,-0.005760283705376225,4.0,0.0,0.0,0.77,0.0,0.27,2.0666,HMDB0000002,5
0.042219781880204976,0.0,0.0,1.0,0.43696780895810755,0.0,1.0,0.0,7.432453233342552,0.042219781880204976,0.0,0.0,0.0,0.0,2.0,2.28849809871434,1.2,2.0962305073631575,0.0,0.0,0.0,3.6583750000000013,0.042219781880204976,1.0,0.0,0.0,0.32,0.0,0.0,-0.005760283705376225,0.0,0.0,2.0,1.1571249706908122,3.0,2.0,0.0,7.927182975617176,-0.005760283705376225,0.0,0.0,0.0,0.0,1.0,0.8642108893415311,1.7,1.4587628491293574,0.0,0.0,3.0,5.865750000000002,-0.005760283705376225,4.0,0.0,0.0,0.77,0.0,0.27,0.042219781880204976,0.0,0.0,1.0,0.43314129064448503,0.0,1.0,0.0,7.432453233342552,0.042219781880204976,0.0,0.0,0.0,0.0,2.0,2.308715473678502,1.2,2.091192628621285,0.0,0.0,0.0,3.6583750000000013,0.042219781880204976,1.0,0.0,0.0,0.32,0.0,0.0,-0.32993758840228865,0.0,0.0,1.0,0.9492029572349522,3.0,2.0,0.0,8.118123278134613,-0.32993758840228865,0.0,0.0,0.0,1.4237867071509132,0.0,1.0535154704037382,1.6,0.0,0.0,0.0,3.0,4.5923750000000005,-0.32993758840228865,5.0,0.0,0.0,0.75,0.0,-0.99,3.1104,HMDB0000002,7
0.042219781880204976,0.0,0.0,1.0,0.4325310212201438,0.0,1.0,0.0,7.432453233342552,0.042219781880204976,0.0,0.0,0.0,0.0,4.0,2.311972901224658,1.2,4.1341578005683335,0.0,0.0,0.0,3.6583750000000013,0.042219781880204976,1.0,0.0,0.0,0.32,0.0,0.0,-0.005760283705376225,0.0,0.0,2.0,1.1544307084035548,3.0,2.0,0.0,7.927182975617176,-0.005760283705376225,0.0,0.0,0.0,0.0,3.0,0.866227823567588,1.7,3.8255683133359417,0.0,0.0,3.0,5.865750000000002,-0.005760283705376225,4.0,0.0,0.0,0.77,0.0,0.27,0.042219781880204976,0.0,0.0,1.0,0.4334778412112619,0.0,1.0,0.0,7.432453233342552,0.042219781880204976,0.0,0.0,0.0,0.0,4.0,2.306922995661582,1.2,4.13395941078284,0.0,0.0,0.0,3.6583750000000013,0.042219781880204976,1.0,0.0,0.0,0.32,0.0,0.0,-0.32993758840228865,0.0,0.0,1.0,0.944317558170998,3.0,2.0,0.0,8.118123278134613,-0.32993758840228865,0.0,0.0,0.0,1.4237867071509132,4.0,1.058965801649236,1.6,4.928313773492918,0.0,0.0,3.0,4.5923750000000005,-0.32993758840228865,5.0,0.0,0.0,0.75,0.0,-0.99,3.1104,HMDB0000002,9
0.03469603214513909,0.0,0.0,1.0,0.45410523200074143,0.0,1.0,0.0,7.3840967609421755,0.03441668034588997,0.0,0.0,0.0,0.0,3.0,2.2021327426554893,1.2,3.1169994048764273,0.0,0.0,0.0,3.7829375,0.03469603214513909,1.0,0.0,0.0,0.32,0.0,0.0,0.013388665812961179,0.0,0.0,2.0,1.1230697670551737,3.0,2.0,0.0,8.099952507626007,0.013031941655748044,0.0,0.0,0.0,0.0,2.0,0.8904166324609756,1.7,2.4382479693419206,0.0,0.0,3.0,6.114875000000001,0.013388665812961179,4.0,0.0,0.0,0.77,0.0,0.061,0.03469603214513909,0.0,0.0,1.0,0.4539908563576248,0.0,1.0,0.0,7.3840967609421755,0.03441668034588997,0.0,0.0,0.0,0.0,3.0,2.2026875343327714,1.2,3.1265301885636734,0.0,0.0,0.0,3.7829375,0.03469603214513909,1.0,0.0,0.0,0.32,0.0,0.0,0.2663747618023485,0.03987060366604985,0.0,3.0,1.0344112477755283,2.0,2.0,0.0,10.977543158526862,0.2264097112580887,0.0,0.0,0.0,7.875707993307733,1.0,0.9667334941982421,1.7,1.2219378421180023,0.0,0.0,2.0,6.156000000000001,0.22650415813629865,4.0,0.0,0.0,0.77,0.0,0.5089999999999999,2.7603,HMDB0000005,7
